Authors,Title,Year,Cited by,Link,Index Keywords
"Ambrosin M., Hosseini H., Mandal K., Conti M., Poovendran R.","Despicable me(ter): Anonymous and fine-grained metering data reporting with dishonest meters",2017,8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016025857&doi=10.1109%2fCNS.2016.7860482&partnerID=40&md5=399182c6b229e862bb57107e98740e3d","Advanced metering infrastructures; Data privacy; Electric power transmission networks; Smart power grids; Anonymity; Computationally efficient; Electricity-consumption; Fundamental component; Security; Sensitive informations; Smart grid; Smart metering; Network security"
"Bonfigli R., Principi E., Squartini S., Fagiani M., Severini M., Piazza F.","User-aided footprint extraction for appliance modelling in Non-Intrusive Load Monitoring",2017,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016088557&doi=10.1109%2fSSCI.2016.7849843&partnerID=40&md5=78d6eae543b32463ce20cb0a5b59fa1b","Artificial intelligence; Equipment; Extraction; Freezing; Hidden Markov models; Markov processes; Refrigerators; Disaggregation; Extraction procedure; Maximum a posteriori; Nonintrusive load monitoring; Power signals; Real problems; Two sources; Working cycle; Electric load management"
"Mocanu D.C., Mocanu E., Nguyen P.H., Gibescu M., Liotta A.","Big IoT data mining for real-time energy disaggregation in buildings",2017,12,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015740817&doi=10.1109%2fSMC.2016.7844820&partnerID=40&md5=8c55ac6041e5c97249032d87957fc7d6","Cybernetics; Data mining; Domestic appliances; Forecasting; Internet of things; Learning systems; Smart meters; Classification tasks; Conditional restricted boltzmann machines; Energy flexibility; Hybrid approach; Learning models; Machine learning methods; Prediction problem; Reference energy; Smart power grids"
"Kumar K., Sinha R., Chandra M.G., Thokala N.K.","Data-driven electrical load disaggregation using graph signal processing",2017,5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015243422&doi=10.1109%2fINDICON.2016.7839109&partnerID=40&md5=8485912a2ff4a24fd1149409d386767c","Sensor networks; Source separation; Different domains; Electrical load; Extensive simulations; Load identification; Post-processing stages; Processing signal; Sampling rates; Separation problems; Signal processing"
"Salem H., Sayed-Mouchaweh M., Ben Hassine A.","A review on machine learning and data mining techniques for Residential Energy Smart Management",2017,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015376609&doi=10.1109%2fICMLA.2016.30&partnerID=40&md5=ce722104b0621123e570c0acfad8704f","Artificial intelligence; Housing; Learning systems; On-machines; Residential energy; Data mining"
"Wu X., Qi B., Han L., Wang Z., Dong C.","Fast non-intrusive load identification algorithm for resident load based on template filtering",2017,11,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016784331&doi=10.7500%2fAEPS20160411001&partnerID=40&md5=d381172751cbd57ede792849c180105f","Control; Electric power systems; Characteristic filters; Filtered frequencies; Frequency Analysis; Identification algorithms; Load identification; Nonintrusive load monitoring; Quantitative decision; Spectral components; Fast Fourier transforms"
"Tudor V., Almgren M., Papatriantafilou M.","Employing Private Data in AMI Applications: Short Term Load Forecasting Using Differentially Private Aggregated Data",2017,3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013150825&doi=10.1109%2fUIC-ATC-ScalCom-CBDCom-IoP-SmartWorld.2016.0076&partnerID=40&md5=abcff6af6a229a5ef4cbf5c2b56a095f","Advanced metering infrastructures; Data privacy; Electric power plant loads; Forecasting; SCADA systems; Trusted computing; Ubiquitous computing; Electrical networks; Energy productions; Exploratory studies; Privacy enhancing technologies; Private aggregations; Sensitive informations; Short term load forecasting; Smart grid; Big data"
"Ankele R., Kucuk K.A., Martin A., Simpson A., Paverd A.","Applying the Trustworthy Remote Entity to Privacy-Preserving Multiparty Computation: Requirements and Criteria for Large-Scale Applications",2017,4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013174005&doi=10.1109%2fUIC-ATC-ScalCom-CBDCom-IoP-SmartWorld.2016.0077&partnerID=40&md5=b70bd6ae638c3142cdc7111375f9e481","Big data; Data privacy; Trusted computing; Computational task; Computing community; Computing paradigm; Distributed tasks; Large-scale applications; Multiparty computation; Privacy preserving; Secure multi-party computation; Ubiquitous computing"
"Ingebrigtsen K., Hoffmann V., Berre A.J.","Energy Analytics – Opportunities for Energy Monitoring and Prediction with Smart Meters",2017,1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041639684&partnerID=40&md5=2c546e50525922b78290bcc77d664681","Americium; Data fusion; Digital storage; Learning systems; MESH networking; Smart meters; Advanced metering; Analytics; Energy; Energy monitoring; Energytics; Nonintrusive load monitoring; Norway; Storage infrastructure; Big data"
"Hattori S., Shinohara Y.","Improving accuracy of occupancy detection by estimating actual demand from smart meter data",2017,1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028831772&doi=10.1541%2fieejeiss.137.1296&partnerID=40&md5=42166312e803cf2534a82fe75084a513","Electric load management; Electric power measurement; Electric power utilization; Electric utilities; Energy utilization; Intelligent mechatronics; Learning systems; Ambient assisted living; Electric power company; Electricity demands; Electricity-consumption; Energy consumption datum; Nonintrusive load monitoring; Occupancy detections; Total variation regularization; Smart meters"
"Wang J., Jazizadeh F.","Towards Light Intensity Assisted Non-Intrusive Electricity Disaggregation",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026866396&partnerID=40&md5=4d678906583ec004a4d56d77eaee722a","Cost effectiveness; Energy efficiency; Feature extraction; Learning systems; Lighting; Signal processing; Spectrum analysis; Algorithm configurations; Cost-effective solutions; Energy and electricity consumption; Light intensity signals; Nonintrusive load monitoring; Operational strategies; Signal processing algorithms; Spatio-temporal resolution; Electric load management"
"García D., Díaz Í., Pérez D., Cuadrado A.A., Domínguez M.","Latent variable analysis in hospital electric power demand using non-negative matrix factorization",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069474832&partnerID=40&md5=29b172898f6de7389202701d81bbd7e6","Data visualization; Electric power utilization; Energy efficiency; Factorization; Hospitals; Machine learning; Neural networks; Demand pattern; Disaggregation techniques; Electric power demands; Energy expenditure; Labeled datasets; Latent variable; Nonnegative matrix factorization; Temporal pattern; Matrix algebra"
"Ji Y., Xu P., Xie J.","A Performance Assessment Method for Main HVAC Equipment with Electricity Submetering Data",2017,1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033390295&doi=10.1016%2fj.proeng.2017.10.320&partnerID=40&md5=459ade0da38e6f7e1e7f141be3c7d9c1","Climate control; Energy efficiency; Environmental impact; Office buildings; Power quality; Building energy use; Commercial building; Cooling load; Diagnosis algorithms; Energy use; Faulty operations; Performance assessment; Submetering; Air conditioning"
"de la Iglesia D.H., Barriuso A.L., Murciego Á.L., Herrero J.R., Landeck J., de Paz J.F., Corchado J.M.","Single appliance automatic recognition: Comparison of classifiers",2017,1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026854315&doi=10.1007%2f978-3-319-61578-3_11&partnerID=40&md5=5f36e5a2583084128061766d9d10bb99","Electric load management; Automatic recognition; Comparison of classifiers; Electrical appliances; Electrical consumption; Electrical energy; Identification of individuals; Load monitoring systems; Nonintrusive load monitoring; Multi agent systems"
"Khalid K., Mohamed A., Shareef H.","Nonintrusive load monitoring using TT-transform and neural networks",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017281191&doi=10.5013%2fIJSSST.a.17.41.10&partnerID=40&md5=bad30a7cc6a320747b9e9f2ce75b56fd",
"Lynch S., Longo L.","On the relationship between sampling rate and Hidden Markov Models accuracy in non-intrusive load monitoring",2017,1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046035167&partnerID=40&md5=f4d326567a502cbc2cda4c564f858c4d","Artificial intelligence; Domestic appliances; Electric load management; Electric power utilization; Learning systems; Trellis codes; Domestic energy; Electricity demands; Electricity usage; Electricity-consumption; Highly-correlated; Machine learning techniques; Nonintrusive load monitoring; Sampling rates; Hidden Markov models"
"Hattori S., Shinohara Y.","Actual consumption estimation algorithm for occupancy detection using low resolution smart meter data",2017,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052012568&partnerID=40&md5=1a1e354b4ebd4317af1b683e31d23ef1","Electric load management; Electric power measurement; Electric power utilization; Electric utilities; Sales; Sensor networks; Ambient assisted living; Consumption datum; Electric power company; Electricity-consumption; Estimation algorithm; Nonintrusive load monitoring; Occupancy detections; Peak load shifting; Smart meters"
"Azaza M., Wallin F.","Evaluation of classification methodologies and Features selection from smart meter data",2017,5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041530100&doi=10.1016%2fj.egypro.2017.12.626&partnerID=40&md5=3b0030bab4cf8ddfc3bfeddd0465f890","Feature extraction; Image retrieval; Nearest neighbor search; Smart meters; Support vector machines; Classification algorithm; Classification methodologies; Classification trees; Features selection; Loads identification; NILM; Nonintrusive load monitoring; Transient features; Classification (of information)"
"Rossier F., Lang P., Hennebert J.","Near Real-Time Appliance Recognition Using Low Frequency Monitoring and Active Learning Methods",2017,5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029902981&doi=10.1016%2fj.egypro.2017.07.371&partnerID=40&md5=7f408205fd6fd0ab65272c549acfa2b5","Artificial intelligence; Energy efficiency; Energy utilization; Learning systems; Nanosensors; Active Learning; Active learning methods; Active machine learning; Appliance recognition; Human activity recognition; Identification precision; NILM; Nonintrusive load monitoring; Electric load management"
"Azaza M., Wallin F.","Finite State Machine Household's Appliances Models for Non-intrusive Energy Estimation",2017,4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020734215&doi=10.1016%2fj.egypro.2017.03.609&partnerID=40&md5=81fed4ecb6c295809baf25e8c13b23ed","Energy utilization; Equipment; Dynamic fuzzy clustering; Energy estimation; Finite state machine model; Management operation; Monitoring and control; NILM; Optimization approach; Transition probability matrix; Smart meters"
"Meziane M.N., Hacine-Gharbi A., Ravier P., Lamarque G., Le Bunetel J.-C., Raingeaud Y.","Electrical appliances identification and clustering using novel turn-on transient features",2017,5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049436466&partnerID=40&md5=637fb5c9cae7ad2e9342aaf73aca8c1a","Energy efficiency; Pattern recognition; Power quality; Disaggregation; Electrical appliances; Nonintrusive load monitoring; Sequential forward search algorithms; Supervised and unsupervised classification; Turn-on transients; Electric load management"
"Bansal S., Schmidt M.","Energy disaggregation methods for commercial buildings using smart meter and operational data",2017,1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046106576&partnerID=40&md5=2c19ee354766b82a7e5fd03b414a0cb7","Automation; Automobile cooling systems; Computer games; Deep learning; Energy conservation; Energy efficiency; Energy utilization; Information management; Knowledge based systems; Office buildings; Operations research; Smart meters; Automation systems; Building management; Commercial building; Computational technique; High frequency data; Machine learning methods; Normalized errors; Residential building; Problem solving"
"Kamoto K.M., Liu Q., Liu X.","Unsupervised energy disaggregation of home appliances",2017,3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033684161&doi=10.1007%2f978-3-319-68505-2_34&partnerID=40&md5=59af2fcb94ab2fbf8be3a8d6ff76f953","Cloud computing; Domestic appliances; Energy management; Equipment; Disaggregation; Home energy managements; Nonintrusive load monitoring; Partitional clustering; Prior information; Priori information; Smart appliances; Validation with experimental data; Electric load management"
"Hamid O., Barbarosou M., Papageorgas P., Prekas K., Salame C.-T.","Automatic recognition of electric loads analyzing the characteristic parameters of the consumed electric power through a Non-Intrusive Monitoring methodology",2017,3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029534389&doi=10.1016%2fj.egypro.2017.07.137&partnerID=40&md5=526abc5fb52e961fc5751e525e37c249","Data acquisition; Decision trees; Discriminant analysis; Electric power utilization; Equipment; Renewable energy resources; Sustainable development; Classification features; Electricity-consumption; Load monitoring; Multilayer feedforward neural networks; Non-intrusive monitoring; Nonintrusive load monitoring; Submetering; Supervised classification; Electric load management"
